Unnamed: 0,title,year,kind,genre,rating,vote,country,language,cast,director,composer,writer,runtime
6152,The Last Journey 332,2011,tv series,Comedy,8.5,86297,Canada,English,"John Smith, Scarlett Johansson, Chris Evans",James Cameron,Hans Zimmer,Quentin Tarantino,66
6153,Broken Paths 211,2014,tv series,Romance,2.5,59287,USA,Hindi,"Scarlett Johansson, Emma Watson, Amitabh Bachchan",James Cameron,A R Rahman,Aaron Sorkin,179
6154,Golden Dreams 8,2004,tv series,Drama,8.1,58398,Australia,Spanish,"Chris Evans, Scarlett Johansson, John Smith",Christopher Nolan,Hans Zimmer,Aaron Sorkin,146
6155,Broken Paths 461,2021,tv series,Action,6.5,25381,Canada,Hindi,"Amitabh Bachchan, Emma Watson, Chris Evans",Rajkumar Hirani,Hans Zimmer,Quentin Tarantino,153
6156,Broken Paths 125,2008,tv series,Action,1.6,31223,USA,Spanish,"Chris Evans, Emma Watson, Amitabh Bachchan",James Cameron,A R Rahman,Raju Murugan,103
6157,Silent Night 127,2020,movie,Comedy,3.7,65866,Australia,Hindi,"John Smith, Amitabh Bachchan, Chris Evans",Christopher Nolan,Hans Zimmer,Raju Murugan,174
6158,Broken Paths 195,2018,movie,Thriller,1.9,35196,Australia,English,"Emma Watson, Chris Evans, Scarlett Johansson",Rajkumar Hirani,Hans Zimmer,Raju Murugan,63
6159,Silent Night 199,2017,tv series,Thriller,6.7,89872,Canada,English,"Amitabh Bachchan, John Smith, Scarlett Johansson",Steven Spielberg,John Williams,Quentin Tarantino,171
6160,Golden Dreams 107,2004,movie,Action,9.3,9373,USA,Spanish,"Chris Evans, Amitabh Bachchan, John Smith",Christopher Nolan,A R Rahman,Aaron Sorkin,75
6161,Silent Night 434,2020,movie,Romance,7.6,60418,Australia,Hindi,"John Smith, Amitabh Bachchan, Chris Evans",Christopher Nolan,Hans Zimmer,Raju Murugan,160
6162,The Last Journey 489,1989,movie,Thriller,4.5,83831,Canada,Hindi,"John Smith, Amitabh Bachchan, Scarlett Johansson",Christopher Nolan,John Williams,Quentin Tarantino,158
6163,Shadow Rise 262,2011,movie,Drama,6.6,87570,UK,German,"Amitabh Bachchan, Emma Watson, John Smith",Christopher Nolan,John Williams,Raju Murugan,135
6164,The Last Journey 67,2023,movie,Romance,3.4,36008,Canada,Spanish,"Emma Watson, Scarlett Johansson, Amitabh Bachchan",Steven Spielberg,John Williams,Raju Murugan,122
6165,Golden Dreams 267,1994,tv series,Drama,9.9,55303,USA,Hindi,"Scarlett Johansson, Emma Watson, Chris Evans",Rajkumar Hirani,John Williams,Aaron Sorkin,146
6166,Shadow Rise 275,2009,movie,Action,7.6,58960,UK,Spanish,"Emma Watson, Amitabh Bachchan, Scarlett Johansson",Christopher Nolan,John Williams,Quentin Tarantino,113
6167,Silent Night 352,2013,tv series,Action,5.3,7321,USA,German,"Chris Evans, Amitabh Bachchan, Emma Watson",Steven Spielberg,Hans Zimmer,Quentin Tarantino,112
6168,Shadow Rise 288,1985,movie,Action,2.2,23467,Australia,Hindi,"Chris Evans, Scarlett Johansson, Amitabh Bachchan",James Cameron,A R Rahman,Quentin Tarantino,120
6169,Broken Paths 441,1995,movie,Action,9.9,58621,UK,Spanish,"Amitabh Bachchan, Emma Watson, Chris Evans",James Cameron,A R Rahman,Aaron Sorkin,140
6170,Broken Paths 178,2011,movie,Romance,9.3,37171,Canada,German,"Emma Watson, Amitabh Bachchan, Scarlett Johansson",Rajkumar Hirani,Hans Zimmer,Raju Murugan,162
6171,Golden Dreams 191,1989,tv series,Comedy,6.2,77335,USA,Hindi,"Emma Watson, Amitabh Bachchan, John Smith",Rajkumar Hirani,John Williams,Raju Murugan,130
6172,Silent Night 439,2013,movie,Thriller,2.1,48190,Australia,French,"Chris Evans, Scarlett Johansson, Emma Watson",James Cameron,A R Rahman,Aaron Sorkin,83
6173,The Last Journey 11,2003,movie,Comedy,1.8,41326,India,English,"John Smith, Emma Watson, Chris Evans",Steven Spielberg,A R Rahman,Quentin Tarantino,114
6174,Golden Dreams 314,1990,movie,Action,6.9,34667,India,Hindi,"Chris Evans, Emma Watson, John Smith",Christopher Nolan,A R Rahman,Quentin Tarantino,68
6175,Silent Night 445,2023,tv series,Comedy,4.9,26503,Canada,Hindi,"Emma Watson, Amitabh Bachchan, Chris Evans",Rajkumar Hirani,John Williams,Raju Murugan,108
6176,Broken Paths 189,2021,tv series,Comedy,2.8,19567,UK,English,"John Smith, Scarlett Johansson, Chris Evans",Christopher Nolan,John Williams,Raju Murugan,161
6177,Silent Night 132,1991,movie,Thriller,5.4,85002,USA,English,"Chris Evans, Scarlett Johansson, Amitabh Bachchan",James Cameron,John Williams,Quentin Tarantino,85
6178,The Last Journey 309,2009,movie,Comedy,2.5,65789,India,German,"Chris Evans, Amitabh Bachchan, Emma Watson",Steven Spielberg,Hans Zimmer,Quentin Tarantino,121
6179,Silent Night 134,1990,tv series,Drama,7.4,5928,India,Hindi,"John Smith, Chris Evans, Amitabh Bachchan",Steven Spielberg,A R Rahman,Raju Murugan,179
6180,Broken Paths 232,1986,tv series,Thriller,6.6,44303,Canada,Hindi,"Scarlett Johansson, Emma Watson, John Smith",Steven Spielberg,John Williams,Aaron Sorkin,130
6181,Golden Dreams 215,2025,tv series,Action,6.2,31011,India,English,"Chris Evans, Emma Watson, John Smith",Steven Spielberg,A R Rahman,Quentin Tarantino,81
6182,Silent Night 191,2015,movie,Comedy,3.5,74482,UK,English,"Amitabh Bachchan, Emma Watson, Scarlett Johansson",Steven Spielberg,Hans Zimmer,Aaron Sorkin,79
6183,Broken Paths 74,1986,movie,Drama,6.8,75705,USA,English,"Scarlett Johansson, Emma Watson, John Smith",Steven Spielberg,John Williams,Quentin Tarantino,74
6184,Broken Paths 309,1997,tv series,Thriller,6.5,87408,India,English,"John Smith, Amitabh Bachchan, Emma Watson",Rajkumar Hirani,A R Rahman,Raju Murugan,129
6185,Shadow Rise 284,2002,tv series,Action,3.1,62831,USA,German,"Amitabh Bachchan, Scarlett Johansson, John Smith",Steven Spielberg,A R Rahman,Aaron Sorkin,75
6186,The Last Journey 228,2024,movie,Romance,8.4,56680,India,Spanish,"Scarlett Johansson, Chris Evans, Amitabh Bachchan",Rajkumar Hirani,John Williams,Raju Murugan,130
6187,Broken Paths 208,2006,movie,Action,2.9,73846,UK,English,"Emma Watson, John Smith, Amitabh Bachchan",Steven Spielberg,John Williams,Aaron Sorkin,156
6188,Silent Night 247,1980,movie,Action,4.7,31134,India,French,"Chris Evans, Emma Watson, Amitabh Bachchan",James Cameron,A R Rahman,Aaron Sorkin,135
6189,The Last Journey 397,2011,movie,Thriller,1.6,86741,India,English,"Amitabh Bachchan, John Smith, Emma Watson",Steven Spielberg,John Williams,Raju Murugan,89
6190,Golden Dreams 355,2005,tv series,Action,2.0,40710,UK,Hindi,"Emma Watson, Chris Evans, Amitabh Bachchan",Rajkumar Hirani,A R Rahman,Quentin Tarantino,134
6191,Golden Dreams 393,2000,movie,Drama,6.6,35332,USA,French,"Amitabh Bachchan, Chris Evans, Emma Watson",Christopher Nolan,Hans Zimmer,Aaron Sorkin,92
6192,Shadow Rise 71,1997,movie,Drama,4.6,26849,Canada,French,"Chris Evans, John Smith, Emma Watson",Rajkumar Hirani,John Williams,Quentin Tarantino,88
6193,The Last Journey 383,1985,movie,Romance,8.8,14249,Canada,German,"Scarlett Johansson, John Smith, Amitabh Bachchan",James Cameron,John Williams,Quentin Tarantino,103
6194,The Last Journey 299,2023,movie,Thriller,2.4,7534,India,English,"John Smith, Amitabh Bachchan, Scarlett Johansson",James Cameron,Hans Zimmer,Raju Murugan,146
6195,The Last Journey 188,2003,movie,Comedy,6.8,53498,UK,Hindi,"Chris Evans, John Smith, Emma Watson",Steven Spielberg,A R Rahman,Raju Murugan,107
6196,Golden Dreams 33,2024,movie,Romance,1.7,15469,USA,German,"Emma Watson, Amitabh Bachchan, John Smith",Rajkumar Hirani,A R Rahman,Raju Murugan,84
6197,The Last Journey 386,2008,tv series,Action,8.4,4180,UK,French,"John Smith, Scarlett Johansson, Amitabh Bachchan",Steven Spielberg,John Williams,Raju Murugan,136
6198,Broken Paths 155,1993,movie,Drama,8.8,25991,India,French,"John Smith, Chris Evans, Amitabh Bachchan",Christopher Nolan,A R Rahman,Aaron Sorkin,106
6199,Shadow Rise 212,1992,movie,Drama,4.3,93983,India,French,"John Smith, Chris Evans, Emma Watson",Steven Spielberg,Hans Zimmer,Aaron Sorkin,66
6200,Silent Night 135,1993,movie,Drama,1.8,15554,Canada,English,"Scarlett Johansson, Chris Evans, John Smith",James Cameron,A R Rahman,Aaron Sorkin,146
6201,The Last Journey 201,2006,movie,Comedy,7.2,91659,Australia,Spanish,"Emma Watson, Scarlett Johansson, John Smith",Christopher Nolan,John Williams,Quentin Tarantino,127
6202,Broken Paths 190,2004,tv series,Thriller,7.3,55922,USA,Hindi,"Amitabh Bachchan, Chris Evans, Scarlett Johansson",Rajkumar Hirani,John Williams,Quentin Tarantino,96
6203,Shadow Rise 149,1990,tv series,Action,6.5,34008,USA,English,"John Smith, Chris Evans, Amitabh Bachchan",Christopher Nolan,John Williams,Quentin Tarantino,113
6204,Silent Night 333,2025,tv series,Drama,9.9,13827,Australia,German,"Chris Evans, Emma Watson, John Smith",Rajkumar Hirani,Hans Zimmer,Quentin Tarantino,91
6205,Golden Dreams 421,1998,movie,Action,7.3,42018,USA,Spanish,"John Smith, Chris Evans, Scarlett Johansson",Steven Spielberg,John Williams,Raju Murugan,80
6206,Shadow Rise 224,1987,tv series,Action,1.7,7933,India,English,"John Smith, Emma Watson, Chris Evans",James Cameron,A R Rahman,Aaron Sorkin,121
6207,Broken Paths 354,2025,movie,Thriller,1.2,55071,India,German,"Emma Watson, Chris Evans, John Smith",James Cameron,Hans Zimmer,Quentin Tarantino,159
6208,The Last Journey 186,1995,movie,Comedy,6.5,18429,Canada,English,"Scarlett Johansson, Chris Evans, Emma Watson",Christopher Nolan,A R Rahman,Aaron Sorkin,154
6209,Silent Night 455,2023,movie,Comedy,6.3,59224,Australia,Hindi,"Scarlett Johansson, Chris Evans, John Smith",Christopher Nolan,Hans Zimmer,Quentin Tarantino,78
6210,Shadow Rise 106,1990,movie,Drama,9.2,64263,Australia,German,"John Smith, Scarlett Johansson, Chris Evans",James Cameron,Hans Zimmer,Quentin Tarantino,83
6211,Broken Paths 362,2004,tv series,Thriller,1.4,90455,Australia,German,"Emma Watson, John Smith, Chris Evans",James Cameron,A R Rahman,Raju Murugan,132
6212,Golden Dreams 372,1992,tv series,Comedy,5.5,29499,USA,Hindi,"John Smith, Emma Watson, Scarlett Johansson",Rajkumar Hirani,John Williams,Aaron Sorkin,113
6213,Golden Dreams 17,2015,movie,Thriller,9.4,68104,USA,Spanish,"Scarlett Johansson, Amitabh Bachchan, Chris Evans",Rajkumar Hirani,A R Rahman,Raju Murugan,133
6214,The Last Journey 92,2003,movie,Action,7.8,11667,Canada,English,"Emma Watson, Scarlett Johansson, Amitabh Bachchan",Christopher Nolan,A R Rahman,Raju Murugan,118
6215,Broken Paths 380,2004,movie,Action,4.2,88860,UK,Spanish,"Scarlett Johansson, John Smith, Emma Watson",Steven Spielberg,A R Rahman,Raju Murugan,149
6216,Broken Paths 382,2000,movie,Action,6.6,92460,USA,English,"Amitabh Bachchan, Chris Evans, Scarlett Johansson",James Cameron,A R Rahman,Aaron Sorkin,90
6217,Silent Night 252,1990,movie,Comedy,8.7,59639,UK,Hindi,"Chris Evans, John Smith, Amitabh Bachchan",Steven Spielberg,Hans Zimmer,Raju Murugan,110
6218,Shadow Rise 435,2001,movie,Romance,3.0,19133,Australia,Spanish,"Emma Watson, Amitabh Bachchan, Chris Evans",Steven Spielberg,Hans Zimmer,Raju Murugan,161
6219,Broken Paths 449,1981,tv series,Action,5.1,56614,India,Spanish,"Emma Watson, Amitabh Bachchan, Chris Evans",Rajkumar Hirani,A R Rahman,Aaron Sorkin,142
6220,Broken Paths 60,1980,tv series,Drama,3.3,29660,USA,English,"John Smith, Scarlett Johansson, Amitabh Bachchan",Steven Spielberg,John Williams,Raju Murugan,127
6221,The Last Journey 394,1985,movie,Drama,1.8,64756,Australia,English,"John Smith, Amitabh Bachchan, Chris Evans",James Cameron,Hans Zimmer,Quentin Tarantino,78
6222,Shadow Rise 308,2007,movie,Action,6.9,62870,UK,French,"Emma Watson, Chris Evans, John Smith",Steven Spielberg,Hans Zimmer,Aaron Sorkin,78
6223,The Last Journey 380,2003,tv series,Comedy,6.8,86492,UK,Spanish,"Amitabh Bachchan, Chris Evans, Emma Watson",Steven Spielberg,John Williams,Raju Murugan,81
6224,Shadow Rise 205,2013,movie,Thriller,4.3,45182,USA,Spanish,"Scarlett Johansson, Emma Watson, John Smith",Steven Spielberg,Hans Zimmer,Aaron Sorkin,86
6225,Shadow Rise 32,1987,tv series,Action,4.6,27758,UK,German,"Amitabh Bachchan, Scarlett Johansson, Chris Evans",Rajkumar Hirani,John Williams,Quentin Tarantino,91
6226,Silent Night 394,2008,tv series,Comedy,9.5,92116,USA,Hindi,"Scarlett Johansson, Emma Watson, Chris Evans",Rajkumar Hirani,John Williams,Raju Murugan,116
6227,Silent Night 284,2023,tv series,Comedy,8.1,61082,UK,Spanish,"John Smith, Scarlett Johansson, Amitabh Bachchan",Steven Spielberg,John Williams,Aaron Sorkin,138
6228,Broken Paths 200,1996,tv series,Comedy,5.1,20038,Canada,German,"Amitabh Bachchan, Scarlett Johansson, John Smith",Rajkumar Hirani,John Williams,Quentin Tarantino,154
6229,Silent Night 227,1996,tv series,Drama,3.7,61255,India,Spanish,"John Smith, Emma Watson, Amitabh Bachchan",Christopher Nolan,A R Rahman,Aaron Sorkin,105
6230,Silent Night 351,2015,movie,Romance,9.3,18648,USA,English,"Chris Evans, Emma Watson, John Smith",James Cameron,Hans Zimmer,Raju Murugan,172
6231,Shadow Rise 253,2020,movie,Comedy,8.4,8241,Canada,French,"Amitabh Bachchan, Emma Watson, Scarlett Johansson",James Cameron,John Williams,Quentin Tarantino,92
6232,Shadow Rise 296,1991,tv series,Action,7.9,13825,India,Spanish,"Scarlett Johansson, Amitabh Bachchan, Chris Evans",Christopher Nolan,John Williams,Raju Murugan,168
6233,Shadow Rise 255,2001,tv series,Thriller,4.6,34437,Australia,Spanish,"John Smith, Scarlett Johansson, Emma Watson",Steven Spielberg,John Williams,Quentin Tarantino,138
6234,Golden Dreams 70,2022,movie,Romance,8.1,20565,UK,Spanish,"John Smith, Chris Evans, Scarlett Johansson",Christopher Nolan,A R Rahman,Aaron Sorkin,173
6235,Golden Dreams 400,1996,movie,Action,9.0,50877,UK,French,"Scarlett Johansson, Chris Evans, John Smith",Steven Spielberg,A R Rahman,Quentin Tarantino,167
6236,Broken Paths 39,2005,movie,Comedy,8.3,92252,USA,German,"Emma Watson, John Smith, Scarlett Johansson",Steven Spielberg,Hans Zimmer,Quentin Tarantino,127
6237,Shadow Rise 263,2011,movie,Action,3.1,48320,Australia,Hindi,"John Smith, Chris Evans, Emma Watson",Steven Spielberg,Hans Zimmer,Raju Murugan,118
6238,Broken Paths 394,2024,tv series,Action,3.9,71543,USA,Spanish,"Chris Evans, Emma Watson, Scarlett Johansson",James Cameron,A R Rahman,Raju Murugan,132
6239,Silent Night 64,2019,movie,Thriller,3.8,20685,India,Hindi,"Chris Evans, Emma Watson, John Smith",Rajkumar Hirani,Hans Zimmer,Quentin Tarantino,91
6240,Broken Paths 142,1986,movie,Action,5.6,94989,USA,French,"John Smith, Scarlett Johansson, Emma Watson",Christopher Nolan,John Williams,Aaron Sorkin,67
6241,Broken Paths 365,2006,movie,Thriller,7.0,27078,Australia,Hindi,"Emma Watson, Scarlett Johansson, Amitabh Bachchan",Steven Spielberg,A R Rahman,Aaron Sorkin,151
6242,Broken Paths 16,2000,tv series,Action,5.5,58432,Canada,French,"John Smith, Chris Evans, Emma Watson",Steven Spielberg,A R Rahman,Aaron Sorkin,85
6243,Shadow Rise 130,1980,movie,Drama,2.0,16446,UK,Hindi,"Chris Evans, Emma Watson, Scarlett Johansson",Rajkumar Hirani,Hans Zimmer,Aaron Sorkin,147
6244,Silent Night 82,1982,tv series,Romance,4.6,87722,USA,French,"Amitabh Bachchan, Scarlett Johansson, John Smith",Rajkumar Hirani,Hans Zimmer,Quentin Tarantino,142
6245,The Last Journey 10,2004,tv series,Romance,9.7,44956,Canada,English,"Amitabh Bachchan, Chris Evans, Scarlett Johansson",James Cameron,John Williams,Raju Murugan,134
6246,Shadow Rise 296,1981,tv series,Thriller,9.8,44368,Australia,German,"Amitabh Bachchan, Chris Evans, Scarlett Johansson",Christopher Nolan,A R Rahman,Raju Murugan,174
6247,Broken Paths 499,2025,movie,Thriller,10.0,66367,Australia,Spanish,"John Smith, Scarlett Johansson, Emma Watson",Christopher Nolan,Hans Zimmer,Quentin Tarantino,163
6248,Golden Dreams 459,1993,tv series,Romance,6.0,68495,USA,French,"Scarlett Johansson, Amitabh Bachchan, Chris Evans",Steven Spielberg,A R Rahman,Aaron Sorkin,160
6249,Golden Dreams 312,1999,movie,Comedy,2.5,51216,Canada,French,"John Smith, Amitabh Bachchan, Emma Watson",Christopher Nolan,A R Rahman,Quentin Tarantino,97
6250,Golden Dreams 414,2015,tv series,Romance,9.9,18395,India,German,"John Smith, Emma Watson, Scarlett Johansson",Steven Spielberg,Hans Zimmer,Quentin Tarantino,66
6251,Golden Dreams 431,1988,tv series,Comedy,4.4,10385,UK,French,"John Smith, Amitabh Bachchan, Scarlett Johansson",James Cameron,Hans Zimmer,Raju Murugan,131
6252,Shadow Rise 417,2002,tv series,Drama,5.3,164,India,English,"Amitabh Bachchan, Chris Evans, Emma Watson",Steven Spielberg,A R Rahman,Raju Murugan,159
6253,Silent Night 485,2011,tv series,Thriller,9.9,55966,Canada,Hindi,"Amitabh Bachchan, Scarlett Johansson, John Smith",James Cameron,Hans Zimmer,Quentin Tarantino,74
6254,Shadow Rise 15,2002,tv series,Thriller,3.8,25933,Canada,English,"John Smith, Scarlett Johansson, Emma Watson",Rajkumar Hirani,Hans Zimmer,Aaron Sorkin,89
6255,The Last Journey 312,2000,movie,Action,6.8,75611,UK,Spanish,"John Smith, Emma Watson, Chris Evans",James Cameron,John Williams,Raju Murugan,75
6256,Silent Night 339,2013,movie,Romance,8.0,11804,Canada,Hindi,"Chris Evans, John Smith, Scarlett Johansson",Rajkumar Hirani,A R Rahman,Aaron Sorkin,77
6257,Shadow Rise 174,2009,movie,Thriller,6.9,8006,Canada,Hindi,"John Smith, Amitabh Bachchan, Chris Evans",Christopher Nolan,A R Rahman,Aaron Sorkin,110
6258,Silent Night 499,2023,movie,Drama,9.7,13132,Canada,German,"Scarlett Johansson, Emma Watson, John Smith",Christopher Nolan,Hans Zimmer,Aaron Sorkin,159
6259,Golden Dreams 124,1987,movie,Romance,4.2,87687,UK,German,"Chris Evans, Scarlett Johansson, John Smith",James Cameron,Hans Zimmer,Aaron Sorkin,129
6260,Broken Paths 376,2004,movie,Thriller,2.3,31544,UK,Hindi,"Amitabh Bachchan, Chris Evans, Scarlett Johansson",Christopher Nolan,Hans Zimmer,Quentin Tarantino,156
6261,Broken Paths 62,1989,movie,Action,1.3,27646,UK,Hindi,"Emma Watson, Amitabh Bachchan, John Smith",James Cameron,Hans Zimmer,Quentin Tarantino,134
6262,Broken Paths 367,2025,movie,Drama,2.4,1974,Canada,French,"John Smith, Amitabh Bachchan, Emma Watson",Steven Spielberg,John Williams,Raju Murugan,66
6263,Golden Dreams 285,2007,movie,Drama,8.4,57419,UK,Hindi,"Chris Evans, Emma Watson, John Smith",Steven Spielberg,Hans Zimmer,Aaron Sorkin,60
6264,The Last Journey 465,2008,tv series,Thriller,2.0,14391,Canada,Spanish,"Scarlett Johansson, Chris Evans, Amitabh Bachchan",James Cameron,John Williams,Quentin Tarantino,95
6265,Broken Paths 69,2010,movie,Thriller,1.1,60995,USA,Spanish,"Amitabh Bachchan, John Smith, Emma Watson",James Cameron,John Williams,Aaron Sorkin,144
6266,The Last Journey 39,2015,tv series,Action,2.8,86867,UK,Hindi,"Chris Evans, Scarlett Johansson, Emma Watson",James Cameron,Hans Zimmer,Quentin Tarantino,132
6267,The Last Journey 279,2012,movie,Drama,7.7,72241,Australia,French,"John Smith, Amitabh Bachchan, Emma Watson",Christopher Nolan,Hans Zimmer,Raju Murugan,130
6268,Golden Dreams 462,2018,tv series,Drama,9.4,85594,USA,French,"Emma Watson, Amitabh Bachchan, John Smith",Christopher Nolan,Hans Zimmer,Aaron Sorkin,158
6269,Shadow Rise 46,2006,tv series,Thriller,6.3,60752,Australia,French,"Emma Watson, Scarlett Johansson, Amitabh Bachchan",Christopher Nolan,A R Rahman,Quentin Tarantino,62
6270,Broken Paths 86,1987,movie,Thriller,1.9,30217,Canada,German,"Scarlett Johansson, Amitabh Bachchan, John Smith",Christopher Nolan,Hans Zimmer,Quentin Tarantino,142
6271,The Last Journey 127,2013,movie,Romance,7.4,35758,Canada,Hindi,"Amitabh Bachchan, Scarlett Johansson, Emma Watson",James Cameron,John Williams,Raju Murugan,103
6272,The Last Journey 63,2010,movie,Thriller,1.3,68201,USA,German,"John Smith, Amitabh Bachchan, Scarlett Johansson",Christopher Nolan,A R Rahman,Quentin Tarantino,64
6273,Silent Night 321,2020,movie,Drama,2.6,67001,UK,German,"Emma Watson, Chris Evans, John Smith",Christopher Nolan,Hans Zimmer,Raju Murugan,158
6274,Broken Paths 417,2007,tv series,Action,6.3,53495,USA,French,"Chris Evans, Amitabh Bachchan, Emma Watson",Rajkumar Hirani,Hans Zimmer,Raju Murugan,162
6275,Shadow Rise 247,2022,tv series,Comedy,3.1,18043,UK,French,"John Smith, Scarlett Johansson, Chris Evans",Steven Spielberg,A R Rahman,Aaron Sorkin,89
6276,Broken Paths 343,2014,movie,Drama,8.7,52791,Australia,English,"Chris Evans, Amitabh Bachchan, John Smith",Christopher Nolan,John Williams,Quentin Tarantino,150
